,0
18,Out Of The FRame -#love #hate #desire #asmsg #ian1 #spub #iartg #kindle #ibooks #kobo #nd https://t.co/7dcPvkye2V https://t.co/h0DKRsVG31
19," @ClassyAssyCarly: Some people #Love me ❤
Some people #Hate me 😠
Some people just need professional Help 😂😂😂
#CrazyBitchProblems 😉😂😘"
20,@hanneyhoneyy Stop saying #hate and feel the shift in your words and thoughts and your action will improve #faster
21,"Lemme tell you how #hate starts~¿
First you always want to have an opinion about everything.… https://t.co/mBdKZISAHg"
22," @SantitaJ: https://t.co/9WDUDRvLPv: @RevJJackson: ""You don't fight fire w/matches. You don't fight heat w/#hate."" #ArmMeWithBooks #Books…"
23, @littleredblog: Why #neocons really #hate #Trump: He’s hastening the decline of American empire https://t.co/tFpcAZ4G00
24, @littleredblog: Why #neocons really #hate #Trump: He’s hastening the decline of American empire https://t.co/tFpcAZ4G00
25,Thumbs up @lagibbs84 Engage in dialogue end the #hate. #BeTheChange https://t.co/TtDPOJCofG
26,Real life #MarioKart #TattooLove #TattooLife #DontChasePeopleChaseDreams #THC #420 #Love #Hate… https://t.co/g22PajK7VI
27,Jesus Christ Almighty. #TattooLove #TattooLife #DontChasePeopleChaseDreams #THC #420 #Love #Hate… https://t.co/qboDLQziEV
28, @quzoom: Out Of The FRame -#love #hate #desire  #asmsg #ian1 #spub #iartg #kindle #ibooks #kobo https://t.co/SOgekHBVQW https://t.co/tzX…
29,"ThePresident of REPUBLICAN PAY
Promotes #DomesticAbuse
Worships #VladimirPutin 
Wants Teachers Harden With #Guns… https://t.co/lJlCwcV5ZT"
30,"The #Clintons & #Obama were NOT in a pro Jewish Conspiracy actually Obama supported Islam said ""let me tell you h… https://t.co/K6IEDPldT9"
31,@MelGroypsLives The Masonic Lodgesnot just Hitler's lodge noting his conversion into Islam under Haj Amin Al Husse… https://t.co/H4Z2qQSpm5
32,Do U #hate your stretch marks? Check out this #DIY it'll help! https://t.co/vnRPTIaSBL #mommy #moms #follow #baby
33, @turkeyashish1: Omg I’m in #Love with this scenes #Love & #Hate ♥️😍 #Love & #War i stayed there since yesterday woow Ashu & Sona ur perf…
34,#Hate is a word I dislike using. I prefer to use a synonym in its place.
35,Omg I’m in #Love with this scenes #Love & #Hate ♥️😍 #Love & #War i stayed there since yesterday woow Ashu & Sona ur… https://t.co/FAt9kCEyEU
36,@guskenworthy You ask for kids to see you as an example yet you show disrespect and hatred for Ivanka. We don't nee… https://t.co/PUgl7te7WU
37," @sbraegger11: ""The opposite of love is not hate. It is fear.""
_Gary Zukav #love #hate #fear #awareness #awakening #consciousness #enligh…"
38,@FoxNews @MaxineWaters Mental health issues are rampant in our country and holding onto #hate and negative thoughts… https://t.co/oKPgQqH5pi
39,"OUR CRISES-RIDDEN PLANET: If You're not Scared You Probably Aren't Listening.
https://t.co/6IXXWiqmOe… https://t.co/p9CCFnvnaZ"
40,@rmcfar1 @bbradleymp Perhaps when I tweeted this they were the only replies there maybe people have deleted them.… https://t.co/qY6zvsEETx
41,@Giannisofficial @BBNaija While U are the original  Poison #hate
42,@SInow These guys had their platform & did their best to use it to speak words of #hate & rage. There seemed to be… https://t.co/nCWtbZR1uX
43,#Trump & #CNN ... the piece #bothsides really #hate. https://t.co/1pwmzgl26A #PhoenixRally #MSM #CNNFakeNews #TCOT… https://t.co/InbXdiuczh
44,"The students just broke out the loudest ""IU SUCKS"" chant I expect I'll ever hear in my life. 

I can respect that level of #hate."
45,@FoxNews @RepMaxineWaters @realDonaldTrump The interesting thing about democracy is unqualified PPL like her can B… https://t.co/GO53Tc2rZr
46,#HumanReasoning #Politics #Hate: If you look up and read work from #WilfredBion a British psychoanalyst he makes… https://t.co/mE3m7KI7fQ
47,Mr .@donaldtusk .@eucopresident what steps did you take after #Israeli fans called two Polish tenis players ‘cath… https://t.co/jkWbgdgS1I
48,"@SenateGOP @HouseGOP @FLGovScott @AGPamBondi @YoungDems4Trump @votevets @Veteran_4_Trump @Education4Libs 
#Corrupt… https://t.co/Etd8G12Tg3"
49,Ya know when you really #hate the Constitution just bring up that slavery thing and discredit our founders all at once.
50,How disgusting is @guskenworthy? What’s not surprising though is that we have another #Progressive #Liberal who’s… https://t.co/RNectVu0Wn
51,#tumblr #instagram #quotes #love #hate #gym #gymlove #gymlife #swag #music #rnb #snoop #cb #breezy #hustle #gange… https://t.co/6XBHsNAtzS
52, @kashan54: #tumblr #instagram #quotes #love #hate #gym #gymlove #gymlife #swag #music #rnb #snoop #cb #breezy #hustle #gange #ilift #nba…
53,#tumblr #instagram #quotes #love #hate #gym #gymlove #gymlife #swag #music #rnb #snoop #cb #breezy #hustle #gange… https://t.co/wpgxRsqLxX
54," @RevJJackson: https://t.co/DorgmHjGXu: @RevJJackson: ""You don't fight fire w/matches. You don't fight heat w/#hate."" #ArmMeWithBooks #Bo…"
55,I am trying to enjoy every second of my #life that's why I never #hate never #stereotype never #blame never #accuse… https://t.co/Lxu6ra2n0z
56,This so #heartbreaking and #sweet. 💕 Becca should serve as an example to those adults who choose to spread lies and… https://t.co/iWdQNkd6Lp
57,#LiberalismIsAMentalDisorder Olympian Lauren Gibbs slammed for selfie with Ivanka Trump https://t.co/h8UNcIA0b6 #Liberalism = #hate
58,The answer to the world’s problems isn’t the annihilation of #hate but the #redemption of #love. https://t.co/WkQKuVUQ9c
59,My #mama #hate the way I #live She like why I’m still in the #streets still😔 I’m sorry mama but u kno I’m stubborn 🤬
60,Hate this guy! #zazapachulia #hate https://t.co/X0SQTE1MrX
61,75 #hate groups identified #California . Most in orange county. #southernpovertyLawCenter   has blamed #trump for t… https://t.co/JvASSHcss1
62,Why did I just lose 7 #SUBS on @YouTube? Why is Youtube #SUB #KILLING? Why is #youtube #SUB #Stealing? Why does You… https://t.co/aX4uvFZkee
63,@BetteMidler @CNN I remember during the last presidency such seemed to be happening but obviously didn’t make a dif… https://t.co/RLSPvFP0sA
64,@mstrubell A group of #Spanish civil servants will be spending tomorrow sifting through all the videos trying to id… https://t.co/nWAQ90bjsJ
65,Learn how to combat #hate Pls read and post a review for When They Go Low WE GO HIGH #dumptrump #mustread… https://t.co/MtRxdMR8CT
66,"#Israel throws #hate at Polish tennis players with no repercussions.

https://t.co/fJkIbulkzd"
67, @kashan54: #tumblr #instagram #quotes #love #hate #gym #gymlove #gymlife #swag #music #rnb #snoop #cb #breezy #hustle #gange #ilift #nba…
68,"'Ditching Finance For Film – With Actor Graeme Thomas King!'

Graeme is #killing it in #LA right now BUT it's his… https://t.co/piEpM480KC"
69,#tumblr #instagram #quotes #love #hate #gym #gymlove #gymlife #swag #music #rnb #snoop #cb #breezy #hustle #gange… https://t.co/QuzVGNaOFw
70,#Crazy With #Hate! https://t.co/TUavms1bUg
71,A Love Story....   #love #hate #experience #poem #poetsofinstagram #poetry #poetrycommunity… https://t.co/QflV4cG9p2
72,📽Excellent video on #Evil #Rascism impacting #Africans ☠ in the worst ways... #scapegoatpolitics #bias #prejudice… https://t.co/CSYghUFymU
73,@ITMFA17 @KimiMom3 @AlohaTimAloha @Plantflowes Can you imagine if we had to accept an exiled and #angry #Trump with… https://t.co/U2Z8ILQ43E
74," @RiYongHo: I've learned to #Hate the #Russians
Through my whole life
If another #war comes
It's them we must fight
To hate them and fear…"
75,@SamuelLJackson #LastPresident promoted #Hate & #Racism this country and we may never recover from his hate... Nice talk ?Muthafukka?
76,"@GOP Sign for #HATE and #BARBARITY
Sign for #BRUTALITY and #BIGOTRY

#Parkland is not a problem with immigrants. Ne… https://t.co/4qIlbYDOgi"
77,i haet it wen people use too maney #hashetags #amirite #hate #it #relateable #tei #tell #that
78,Out Of The FRame -#love #hate #desire  #asmsg #ian1 #spub #iartg #kindle #ibooks #kobo https://t.co/SOgekHBVQW https://t.co/g0ZKQw7CQ3
79, @Britanus: I have to admit that I do #hate my enemies in a way I never did in my youth. Interesting how tribalism is sweeping over us. O…
80,@guskenworthy The rudest most disrespecting losingest bunch of American athletes ever to represent us in the… https://t.co/XERHiTbttJ
81,#nbayoungboy Caught On Hotel Camera Abusing His Girlfriend👎🏾🤦🏾‍♂️ #money #love #hate https://t.co/OrhFG0i1sy
82,The Video Of #nbayoungboy Caught On Hotel Camera Abusing His Girlfriend👎🏾🤦🏾‍♂️ #Money #Love #Hate #Like #Issues… https://t.co/31p9VnuEtI
83,@anitathetweeter @LBC @Independent @Telegraph @StopFundingHate @MailOnline @AmandaPlatell #Stormzy #hate _ You accu… https://t.co/l69DmxsyK6
84," @sbraegger11: ""The opposite of love is not hate. It is fear.""
_Gary Zukav #love #hate #fear #awareness #awakening #consciousness #enligh…"
85,"""The opposite of love is not hate. It is fear.""
_Gary Zukav #love #hate #fear #awareness #awakening #consciousness… https://t.co/Vf6OktuPni"
86,‘I’m no Putin fan but one must accept facts’: Veteran journo walks out of Al-Jazeera panel #Russia #Truth… https://t.co/UmjuRP8L3N
87,"Americans Figuring It Out

#art #drawing #study #life #politics #love #hate #instaart… https://t.co/besfHViuWU"
88,"Ice climbing... 
You either love him or hate him...
#ice #hate #love #mountains #neverstopexploring https://t.co/9EHMX1tXbs"
89,#writetip #Haters gonna #hate. #bestrong #beyourself #motivation #inspiration https://t.co/oKa6gtW5JW
90, @HSCrow_Official: In 2017 I wrote a book against #hate/#violence after 2016's #shootings. Yet it occurred again in my old school. A plac…
91,Thank you .@GOPChairwoman for stepping up to the #political plate & outing distracting discourse of #Liberal… https://t.co/8Ld43z87Z4
92,@CLynnFoxHarper1 @VAGITATOR @FoxNews What do expect when u support all that #bigotry #Hate #misogyny #petty #greed… https://t.co/d2o2hC2qbF
93,@angieservellon_ @timeajuhasz2 @audrey_a96 @eimyhoney @SimySemsem @JulioJrOfficial @hola @enriqueiglesias @igIesia7… https://t.co/hg9PJyb7pj
94,@msjdr39 @Irishbillyclub @DavidWi46213854 @talkaboutit84 @RobertG32202141 @StormyVNV @SSE_TV @deepdvr1234… https://t.co/WlVMZpTjbi
95, @littleredblog: Why #neocons really #hate #Trump: He’s hastening the decline of American empire https://t.co/tFpcAZ4G00
96," @RRN3: #HATE never wins the war. But they do win battles. Squash #HateSpeech & #HateCrime & #bigotry every chance you get!

☣️ #HateGrou…"
97,@VAGITATOR @CLynnFoxHarper1 @FoxNews Cuz that is what their🍊🐮💩(trump)does when he NOT filling their tiny tight mind… https://t.co/BE7sAGZLW8
98,"Tfw my longer hoodie with 3/4 sleeves are actually dress with long sleeves.

#tallgirlproblems #TallGirlTwitter… https://t.co/i7uCl2RNeH"
99,"People are as #diverse as there are #hairstyles 

1. There are only a few #badones

2.There are some you make the… https://t.co/IavyQqFrwm"
100,"I uploaded a new episode ""Stop Making Excuses For Them!"" on #spreaker #badmind #hate #mean #negative #people https://t.co/AC11GxA1zW"
101,Never Forget This Fact POC That Are #TrumpSupporters Deep Down #TreasonousTrump Is A True Racist! The Only Thing He… https://t.co/4cmpyP5CW0
102,"When the h8 don't work they start tellin' lies 🤣😂💯

#keepit100 #truth #Facts #Lies #Haters #hate #hatersgonnahate #100"
103,@msjdr39 @WandaIsBack @any1buttHillary @RobertG32202141 @StormyVNV @Irishbillyclub @amvetsupport @SSE_TV… https://t.co/1PtiqOmxzS
104,@hersheydenise1 @The_Trump_Train #WWJD?  Not this. #Lying and spreading #hate in His Name is #blasphemy. #repent #sin #sinners
105, @WYP_KDHATE: 🌈 Come and join us this morning if you can. Tackling #hate deserves some cake (actually only biscuits 🍪😊)🌈 https://t.co/r19…
106,@stevenellis4 this is hard for me & im sure alot of ppl bc i'm a patriot & lover of this country 1st & i choose not… https://t.co/k1JIZU4LPR
107,@big_catsf @Animantium1 Everyone is entitled to their opinion. I just feel its unfair to classify ALL chinese ppl i… https://t.co/7ijCgplT3C
108, @beny_benson: #ButtMunchers #Medium platform Defends #Tolerance by being #Intolerant and false accuse of #Hate: Simply admit your #Conse…
109,#GayOlympian Asks What 'TF' #Ivanka Is Doing at #Winter #Olympics Breitbart https://t.co/U0zd0dvgIW via… https://t.co/1mFbpeejnI
110,"#lynching #hate #violence #kerala Few things abt this .

Are we going to ( from now atleast )...

Ensure they... https://t.co/ZkDGSjZLW1"
111,#Hate these phone  calls interupting🤔💰#Liveme Fly Camp Generaldgc https://t.co/e5KzddKjXs https://t.co/3kIXz8PWgO
112,#Hate is a secondary effect of #Fear When a position of power (in anything) is challenged the result is fear-fear… https://t.co/DQty2JvyvV
113,@talkaboutit84 @DavidWi46213854 @Oldblighty2 @JonathanGalt1 @Hell_HasCome @SteelBacks3RA @Desertfox74… https://t.co/rxlsxuNIP9
114, @Mother_Meera: If you #hate someone you cannot grow so you must change the hate into #love. If you have negative feelings you are not…
115,Stop spreading #hate by respecting all that exist.
116,@IsraeliPM  from a people that no what its like to be #shunned #murdered by #Hate! I can't believe… https://t.co/6dtjBwX41L
117, @sahagunfelipe: How to stop social #media from supercharging #hate speech -by Sherif Elsayed-Ali https://t.co/OT4CAGLTWJ v @Reuters
118,do ppl who have Brands who defame slander & vilify beyond any sense of decency #Trump and by ext his supporters - r… https://t.co/P72pY55Xze
119, @MagnumForamen: Imagine a world w/o #hate ..a world w/o weapons ..a world w/o intolerance ..a world w/o #guns ..a world filled with equa…
120,#Hate it when that happens? #Babe 💃🕺🏾 https://t.co/zRiXdDI1Ai
121, @MagnumForamen: Imagine the same name; Nikolas Cruz @TedCruz .. Imagine a world w/o #hate ..w/o weapons ..w/o intolerance ..w/o #guns .…
122," @RevJJackson: https://t.co/DorgmHjGXu: @RevJJackson: ""You don't fight fire w/matches. You don't fight heat w/#hate."" #ArmMeWithBooks #Bo…"
123,Out Of The FRame -#love #hate #desire #asmsg #ian1 #spub #iartg #kindle #ibooks #kobo #nd https://t.co/7dcPvkye2V https://t.co/dmYZlcSk18
124," @MagnumForamen: White #Christians now a #minority in #US  

#WhiteSupremacy #hate shall come to an end.  U.S. Now a nation of color

htt…"
125,@anitathetweeter @LBC @Independent @Telegraph @StopFundingHate #Hate @MailOnline #FakeNews #PoliticalCorrectness _… https://t.co/YNqKUxUpoy
126,Sex N' Violence live #picoftheday #bestpic #bestphoto #live #concert #sexnviolence #punk #metal #sex #violence… https://t.co/rr4op0Ufcf
127,"""And It's nothing that you can do to me
nothing I said flow fluently
keep her close she a ruin me 
Love her...""
#HATE"
128,#cnn @CNN #Communist News Network filled with #AntiAmerican #hate and #propaganda while pushing for #communism and… https://t.co/2d6UwWzANl
129,Nowadays #humans #people #hate and #judge on an #instant. Most of the time without second… https://t.co/KHaOfcK6eN
130,@La_Avion_ @Irishbillyclub @RobertG32202141 @amvetsupport @StormyVNV @SSE_TV @deepdvr1234 @Desertfox74… https://t.co/yHWCWQsteq
131,The @Twitter account @_achaean spreads #hate & #lies without #repercussion for many months on Twitter.… https://t.co/Ougn8lGIv0
132, @jason282804: Stop @_achaean who spreads #hate & lies & is disrespectful toward @tsemtulku who practises #Buddhism. @TwitterSupport stop…
133,@La_Avion_ @Irishbillyclub @RobertG32202141 @amvetsupport @StormyVNV @SSE_TV @deepdvr1234 @Desertfox74… https://t.co/oxxmPTDryG
134,Stop @_achaean who spreads #hate & lies & is disrespectful toward @tsemtulku who practises #Buddhism.… https://t.co/N8Q97FDNG6
135,WHY does @TwitterSupport @TwitterSafety & @jack allow anonymous a/c @_achaean break the rules & target #hate again… https://t.co/yfA0YQg6S3
136,@talkaboutit84 @DavidWi46213854 @Oldblighty2 @JonathanGalt1 @Hell_HasCome @SteelBacks3RA @Desertfox74… https://t.co/ciqHImkHV6
137," @Rambo_Pattar: Sikh Activist Sirdaar Papalpreet Singh on Hate towards Sikhs of Punjab a... https://t.co/2pDEoraRv7  

#News #Hate Toward…"
138,Finally #Olympics are over! Embarrassed that #Canada is proud of the #Canadian athletes and their accomplishments.… https://t.co/DsjzZsjvY7
139,From #success comes #greed hoarding dollars as if you don't see the next man don't have a thing a thing to eat. Fro… https://t.co/LYq6QpzBMl
140,Everything I hate about #Agile is on Linkedin. #hate #strongword #perhapsIshoulduseasofterword #no
141,"""But the #Jewish #patriotism of a revolutionary #Socialist who denies the #patriotism of all other nations is highl… https://t.co/pMKU2trZJE"
142,"Sikh Activist Sirdaar Papalpreet Singh on Hate towards Sikhs of Punjab a... https://t.co/2pDEoraRv7  

#News #Hate… https://t.co/XdMhNrqWOL"
143,The #truth sounds like #hate to those who hate the truth.
144,@Herikettacervel @TrumpTROLLER007 @PressSec @lagibbs84 They don’t respect anyone that has a different perspective t… https://t.co/kyUpEZ2Nn7
145,@Franky_Banky @babysgramma @MMartinez___ @Anti_SS_69 @ellisonbarber @jaketapper @browardsheriff @HillaryClinton… https://t.co/loQNvl41i1
146,America's shrinking % of white #Christians isn't a sudden occurrence - #AMJoy #SundayMorning #spiritchat ...born in… https://t.co/xLeOWzWlbq
147,@DearSplenda @Lollardfish I am a #Jew who has been #terminated #laidoff #bullied & almost #beaten 2 #death by #non-… https://t.co/zNmmj2xwH1
148,"I hate people my age who says ""these days"" ... #hate"
149,Daily Tsem Tulku our spiritual teacher is being targeted & harassed by abusive #Twitter ac @Tibet_4_Tibetan with… https://t.co/O1KIFXqAiZ
150,Black Namaste.. white violent smile. https://t.co/oF4hsghOcq #writers #poet #writer #spokenword #love #hate 10
151,@HeadCountOrg @JennifersWayJE @GSarafan @billyeichner @ca_london @BobWeir @jonfavs @PodSaveAmerica @bassnectar… https://t.co/JksZ9trWvB
152,When we condemn people for their private life choices we become our worst enemy. #Hate second only to #fear. The p… https://t.co/Hx9iCPIaqA
153,Send custom and anonymous comments on #instagram and #facebook... and boost them into the spotlight! contact us for… https://t.co/iKfEWLMKcX
154, @jensicilian: Perfectly stated. #Democrats #Hate https://t.co/j8laIL2QQf
155," @RevJJackson: https://t.co/DorgmHjGXu: @RevJJackson: ""You don't fight fire w/matches. You don't fight heat w/#hate."" #ArmMeWithBooks #Bo…"
156,#Zaza may not be the cleanest player in the world but @NickSwagyPYoung 's foot was hooked on @zaza27's knee. Are yo… https://t.co/VG5h9GH5Qh
157,"The billionaire globalist elites in the tech industry have one thing in ccommon 
Inside every progressive is a… https://t.co/C0mmtXWhuH"
158," @RevJJackson: https://t.co/DorgmHjGXu: @RevJJackson: ""You don't fight fire w/matches. You don't fight heat w/#hate."" #ArmMeWithBooks #Bo…"
159,Three Charged With Harassing Gay Couple on Way to Canary Islands https://t.co/5NAxiSq9NN #LGBT #Homophobia #Hate
160,@Xreejx_ I know right !! it like it's on purpose to ruin ur plans #hate
161, @JeffECosta4: @guskenworthy Seriously bro #wtf is wrong with you? The #hate and  #jealousy is #disgusting #growup  #LiberalismIsAMenta…
162,Souness is the biggest weapon I’ve ever had the misfortune of listening 👂 to! #MUNCHE #Hate #ABU
163," @RevJJackson: https://t.co/DorgmHjGXu: @RevJJackson: ""You don't fight fire w/matches. You don't fight heat w/#hate."" #ArmMeWithBooks #Bo…"
164," @RevJJackson: https://t.co/DorgmHjGXu: @RevJJackson: ""You don't fight fire w/matches. You don't fight heat w/#hate."" #ArmMeWithBooks #Bo…"
165," @RevJJackson: https://t.co/DorgmHjGXu: @RevJJackson: ""You don't fight fire w/matches. You don't fight heat w/#hate."" #ArmMeWithBooks #Bo…"
166,"https://t.co/9WDUDRvLPv: @RevJJackson: ""You don't fight fire w/matches. You don't fight heat w/#hate.""… https://t.co/LygOITTim9"
167,"https://t.co/DorgmHjGXu: @RevJJackson: ""You don't fight fire w/matches. You don't fight heat w/#hate.""… https://t.co/tXDUcEvrB7"
168,.@TwitterSafety why do you allow & facilitate abusive tweets & #harassment frm @_achaean? It is clearly set up to i… https://t.co/UGeqY3KrWN
169,Trump set the tone for a year of 'hate-filled rhetoric' Amnesty says - CNN #hate  https://t.co/M3gMhUyRf4
170,@guskenworthy Seriously bro #wtf is wrong with you? The #hate and  #jealousy is #disgusting #growup… https://t.co/BAbaWA47xa
171,@360FFB Im sorry yall but statisticaly he the GOAT.If he has most TDs AND most RushYards in #NFL hist then… https://t.co/6D3v2l7k39
172,#Eliminate All The #Hate
173,Excited to now by an owner of a @Fender #Frontman #Amp think the #Neighbours are going to #Hate  me
174,"Google Trends comparison of web searches for ""hejt"" ('aggressive or offensive comment placed on the Internet') and… https://t.co/Us7T23UjcB"
175,Why #neocons really #hate #Trump: He’s hastening the decline of American empire https://t.co/tFpcAZ4G00
176, @jensicilian: Perfectly stated. #Democrats #Hate https://t.co/j8laIL2QQf
177, @jensicilian: Perfectly stated. #Democrats #Hate https://t.co/j8laIL2QQf
178, @jamesbryronlove: Out Of The FRame -#love #hate #desire #asmsg #ian1 #spub #iartg #kindle #ibooks #kobo #nd https://t.co/3rioDICClX http…
179, @jamesbryronlove: Out Of The FRame -#love #hate #desire #asmsg #ian1 #spub #iartg #kindle #ibooks #kobo #nd https://t.co/3rioDICClX http…
180,"I'M #STRONG
because i know my #weaknesses
I'M #BEAUTIFUL
because i'm #aware of my #flaws
I'M #FEARLESS
because i le… https://t.co/tB31mMsuQH"
181,"CALLING ALL PEOPLE: Together We Can Solve These
https://t.co/5VDD2EQYZa 
#crises #Refugees #policy #poverty… https://t.co/Gs931lRejX"
182,"""Do you #hate people?”
“I don't hate them...I just feel better when they're not around."" - C.B"
183,#Hate is a poison https://t.co/dsDcf6IXnz
184," @rock_clothingUK: #RETWEET if you want to live in a world free from all kinds of #bullying #discrimination & #hate

#antibullying https…"
185,#ConnexionsDailyTopic #Ethnicity Ethnic Cleansing #Racism #Nationalism #Hate #Genocidehttp://www.connexions.org/CxL… https://t.co/6AkTzeEpcQ
186,"#SettlerCollector ~ Please report this tweet.

#CdnPoli #Racism #Hate https://t.co/8sZwnTYrbJ"
187, @jamesbryronlove: Out Of The FRame -#love #hate #desire #asmsg #ian1 #spub #iartg #kindle #ibooks #kobo #nd https://t.co/3rioDICClX http…
188, @jamesbryronlove: Out Of The FRame -#love #hate #desire #asmsg #ian1 #spub #iartg #kindle #ibooks #kobo #nd https://t.co/3rioDICClX http…
189, @madmilker: #Lord this old man is beginning to think the damn #internet was invented for the sole purpose of stirring up #hate and #dis…
190,#Lord this old man is beginning to think the damn #internet was invented for the sole purpose of stirring up #hate… https://t.co/4Gj2DDdh4T
191,The harsh reality is that you get judgment if you don’t repent and accept jesus.  Anything you give your attention… https://t.co/8jrwN7iXln
192," @rock_clothingUK: #RETWEET if you want to live in a world free from all kinds of #bullying #discrimination & #hate

#antibullying https…"
193, @jamesbryronlove: Out Of The FRame -#love #hate #desire #asmsg #ian1 #spub #iartg #kindle #ibooks #kobo #nd https://t.co/3rioDICClX http…
194,Out Of The FRame -#love #hate #desire #asmsg #ian1 #spub #iartg #kindle #ibooks #kobo #nd https://t.co/3rioDICClX https://t.co/UiTwcmfqfo
195,How peaceful Muslims are. Please raise your voice. @amnesty @dawn_com @marvisirmed @BBCUrdu @MubashirZaidi… https://t.co/iPdHjbjQg0
196, @Nancy75438488: #hate #abuse #animals  No animal deserves to be abused it makes my blood boil when I read articles about this   #Retweet…
197,Mack Beggs wins 2nd state title promptly gets booed by idiots  https://t.co/bt9CZcN8qR #Transgender #LGBT #Sports #Texas #Hate
198,"""I hate you God. I hate you as though you actually exist.""

📤📤📤

 # #Retweet #quote #god #hate #quoteoftheday #quotes #SundayMorning"
199,#Hate it when #people just suddenly #stop #talking to you for no reason. And you sit there and wonder what you done… https://t.co/ZdZcMVVTk4
200,@thehill .@GOP @POTUS #TheRealDonaldTrump #VPPence @SpeakerPaulRyan Why do you #hate #OurNation's #children?… https://t.co/pwqx38YfPQ
201,I #hate my life_Well what are you going to do about it-JesusChristEmpowersAwesomeChanges-ASK Now & Live Blessed #teen #pain #ouch #sosore
202,@Thomas1774Paine @DebAlwaystrump Who cares what @MMFlint thinks ? He is a Fat Ass nobody that helps no one and spreads #hate 24/7
203, @buffwon: @angelinthepine #DemocratsHateAmerica and are the #Nazi party of 2018 - they #hate 1A & 2A and enjoy cities looking like #Hait…
204,@angelinthepine #DemocratsHateAmerica and are the #Nazi party of 2018 - they #hate 1A & 2A and enjoy cities looking… https://t.co/Zdtf4usAlj
205," @rock_clothingUK: #RETWEET if you want to live in a world free from all kinds of #bullying #discrimination & #hate

#antibullying https…"
206,"#RETWEET if you want to live in a world free from all kinds of #bullying #discrimination & #hate

#antibullying https://t.co/tBdMpa79A5"
207,"New poem: ""One to choose from"" https://t.co/YY4XiuQwH2 #love #hate #freewill #poem #lyrics #amwriting"
208,😔 #sad #toptags #sad @top.tags #nothappy #cry #crying #tears #instasad #sadness #depressed #alone #help #hope #l4l… https://t.co/VORzwUFgdi
209,"A relationship is nature's way of keeping us from fighting with strangers. 
#love #hate #relationships"
210, flyproject:  USM_FM: SHARE IF YOU THINK SO.. #Share #Video #Hate #love #UnitedStatesOfMusic USM_FM https://t.co/c29prPj90V #FlyProject
211, @USM_FM: SHARE IF YOU THINK SO.. #Share #Video #Hate #love #UnitedStatesOfMusic @USM_FM https://t.co/8rjJfKxUa8
212, @USM_FM: SHARE IF YOU THINK SO.. #Share #Video #Hate #love #UnitedStatesOfMusic @USM_FM https://t.co/8rjJfKxUa8
213, @USM_FM: SHARE IF YOU THINK SO.. #Share #Video #Hate #love #UnitedStatesOfMusic @USM_FM https://t.co/8rjJfKxUa8
214, @USM_FM: SHARE IF YOU THINK SO.. #Share #Video #Hate #love #UnitedStatesOfMusic @USM_FM https://t.co/8rjJfKxUa8
215,"#SundayMorning 

I wonder how many of the world's problems could be solved if we just stopped #hate

Could that be… https://t.co/vbTvvhUfZT"
216,Do you #hate your #acne we have just what you need https://t.co/XKrJ0LUcfl #skincare #beauty #save #follow
217,SHARE IF YOU THINK SO.. #Share #Video #Hate #love #UnitedStatesOfMusic @USM_FM https://t.co/8rjJfKxUa8
218,@ianphillipsuk Brilliant never let #Hate #censor you x
